                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    453,                 1.0371,                 1.1326,                 1.1798,                0.69306,                 0.5849,                0.63703,                0.47426,                0.95758,                0.93674,                 1.1001,              0.0055252,              0.0055252,              0.0055252
                    454,                 1.0376,                 1.1347,                 1.1779,                0.69968,                0.58024,                0.63649,                0.47391,                0.95724,                 0.9365,                 1.0996,              0.0055153,              0.0055153,              0.0055153
                    455,                 1.0395,                 1.1348,                 1.1798,                0.70108,                0.57967,                0.63572,                0.47352,                0.95695,                0.93625,                 1.0991,              0.0055054,              0.0055054,              0.0055054
                    456,                 1.0356,                 1.1358,                 1.1814,                 0.7077,                0.57555,                0.63572,                0.47347,                0.95712,                0.93648,                 1.0994,              0.0054955,              0.0054955,              0.0054955
                    457,                 1.0361,                 1.1332,                 1.1798,                 0.7109,                0.57305,                0.63562,                0.47329,                0.95715,                0.93752,                 1.0997,              0.0054856,              0.0054856,              0.0054856
                    458,                 1.0357,                 1.1319,                 1.1804,                0.71505,                0.57273,                0.63589,                0.47367,                0.95683,                0.93676,                 1.0996,              0.0054757,              0.0054757,              0.0054757
                    459,                 1.0384,                 1.1349,                 1.1802,                0.71148,                0.57498,                0.63589,                0.47352,                 0.9566,                0.93602,                 1.0994,              0.0054658,              0.0054658,              0.0054658
                    460,                 1.0349,                 1.1294,                 1.1772,                0.70522,                0.58037,                0.63524,                0.47312,                0.95723,                0.93528,                    1.1,              0.0054559,              0.0054559,              0.0054559
                    461,                 1.0379,                 1.1293,                  1.179,                0.69535,                0.58434,                0.63535,                0.47278,                0.95674,                0.93511,                 1.0999,               0.005446,               0.005446,               0.005446
                    462,                 1.0373,                 1.1346,                 1.1782,                0.68526,                0.58132,                0.63525,                0.47287,                0.95692,                0.93463,                 1.0992,              0.0054361,              0.0054361,              0.0054361
                    463,                 1.0336,                 1.1346,                 1.1785,                0.68463,                 0.5809,                0.63544,                0.47267,                0.95697,                0.93496,                 1.0992,              0.0054262,              0.0054262,              0.0054262
                    464,                 1.0374,                 1.1297,                 1.1815,                0.69361,                0.57572,                0.63499,                 0.4724,                0.95811,                0.93554,                 1.1001,              0.0054163,              0.0054163,              0.0054163
                    465,                 1.0353,                 1.1311,                 1.1791,                0.69487,                0.57651,                0.63502,                0.47275,                0.95822,                0.93587,                 1.1001,              0.0054064,              0.0054064,              0.0054064
                    466,                 1.0359,                  1.127,                 1.1776,                0.69504,                0.57634,                0.63628,                0.47339,                0.95823,                0.93451,                 1.0998,              0.0053965,              0.0053965,              0.0053965
                    467,                 1.0353,                 1.1269,                 1.1776,                0.68945,                0.58029,                0.63603,                0.47313,                0.95796,                0.93466,                 1.0997,              0.0053866,              0.0053866,              0.0053866
                    468,                 1.0345,                   1.13,                 1.1773,                0.68776,                0.58121,                 0.6357,                0.47304,                0.95804,                 0.9348,                 1.0999,              0.0053767,              0.0053767,              0.0053767
                    469,                 1.0332,                 1.1284,                 1.1773,                0.68475,                0.58287,                 0.6357,                0.47355,                0.95863,                0.93486,                 1.0998,              0.0053668,              0.0053668,              0.0053668
                    470,                 1.0348,                 1.1252,                 1.1777,                0.68621,                0.58237,                0.63655,                0.47399,                0.95828,                0.93467,                 1.0997,              0.0053569,              0.0053569,              0.0053569
                    471,                 1.0333,                  1.129,                 1.1779,                0.68792,                0.58226,                0.63684,                0.47452,                0.95799,                0.93403,                  1.099,               0.005347,               0.005347,               0.005347
                    472,                 1.0312,                 1.1301,                 1.1784,                 0.6829,                0.58649,                0.63742,                0.47453,                0.95813,                0.93424,                 1.0991,              0.0053371,              0.0053371,              0.0053371
                    473,                 1.0347,                 1.1213,                 1.1752,                0.68283,                0.58589,                0.63792,                0.47487,                 0.9586,                0.93424,                 1.0993,              0.0053272,              0.0053272,              0.0053272
                    474,                 1.0328,                 1.1303,                 1.1771,                0.69472,                0.58058,                0.63885,                0.47495,                0.95849,                0.93316,                 1.0994,              0.0053173,              0.0053173,              0.0053173
                    475,                  1.033,                 1.1211,                 1.1754,                0.69369,                0.58154,                0.63913,                0.47519,                0.95848,                0.93324,                 1.0997,              0.0053074,              0.0053074,              0.0053074
                    476,                 1.0345,                 1.1272,                 1.1765,                0.69182,                0.58216,                0.63879,                0.47534,                0.95803,                0.93306,                 1.0993,              0.0052975,              0.0052975,              0.0052975
                    477,                 1.0338,                 1.1222,                 1.1769,                0.69606,                0.57847,                0.63903,                0.47544,                0.95781,                 0.9327,                 1.0992,              0.0052876,              0.0052876,              0.0052876
                    478,                 1.0325,                 1.1248,                 1.1756,                0.68645,                0.58246,                0.63758,                0.47476,                0.95716,                0.93311,                 1.0985,              0.0052777,              0.0052777,              0.0052777
                    479,                 1.0294,                 1.1218,                 1.1749,                0.68486,                0.58425,                0.63763,                 0.4751,                0.95752,                0.93341,                 1.0987,              0.0052678,              0.0052678,              0.0052678
                    480,                 1.0357,                 1.1262,                 1.1785,                0.69365,                0.57695,                0.63732,                0.47483,                0.95693,                0.93347,                 1.0983,              0.0052579,              0.0052579,              0.0052579
                    481,                 1.0356,                 1.1284,                  1.179,                0.69926,                0.57619,                0.63744,                0.47467,                 0.9569,                0.93365,                 1.0985,               0.005248,               0.005248,               0.005248
                    482,                 1.0322,                 1.1234,                 1.1753,                0.70108,                0.57442,                0.63796,                 0.4748,                0.95656,                0.93353,                 1.0983,              0.0052381,              0.0052381,              0.0052381
                    483,                 1.0325,                 1.1245,                 1.1754,                0.69915,                0.57703,                0.63763,                0.47457,                0.95676,                0.93246,                 1.0984,              0.0052282,              0.0052282,              0.0052282
                    484,                 1.0292,                 1.1191,                 1.1733,                0.69448,                 0.5802,                0.63738,                0.47394,                0.95661,                0.93141,                 1.0986,              0.0052183,              0.0052183,              0.0052183
                    485,                 1.0331,                 1.1197,                 1.1755,                 0.6946,                0.58234,                0.63715,                0.47419,                0.95663,                 0.9312,                 1.0983,              0.0052084,              0.0052084,              0.0052084
                    486,                 1.0332,                 1.1221,                 1.1754,                   0.69,                0.58427,                 0.6372,                0.47448,                0.95671,                0.93056,                  1.098,              0.0051985,              0.0051985,              0.0051985
                    487,                  1.031,                 1.1214,                 1.1735,                0.68134,                0.59047,                0.63749,                0.47501,                0.95685,                0.93017,                 1.0977,              0.0051886,              0.0051886,              0.0051886
                    488,                  1.027,                 1.1194,                 1.1735,                0.69005,                0.58387,                0.63784,                 0.4748,                 0.9561,                0.93023,                 1.0971,              0.0051787,              0.0051787,              0.0051787
                    489,                 1.0343,                  1.121,                 1.1754,                 0.6884,                0.58596,                0.63817,                0.47486,                 0.9556,                0.92973,                 1.0967,              0.0051688,              0.0051688,              0.0051688
                    490,                 1.0305,                 1.1206,                 1.1751,                0.69213,                0.58251,                0.63784,                0.47467,                0.95606,                0.93027,                 1.0966,              0.0051589,              0.0051589,              0.0051589
                    491,                 1.0295,                  1.119,                 1.1747,                0.69579,                0.58122,                0.63818,                0.47534,                0.95579,                0.92947,                 1.0964,               0.005149,               0.005149,               0.005149
                    492,                 1.0319,                 1.1202,                 1.1738,                0.70052,                0.58052,                0.63759,                0.47486,                0.95532,                0.92902,                 1.0962,              0.0051391,              0.0051391,              0.0051391
                    493,                 1.0301,                 1.1175,                 1.1745,                0.69346,                0.58376,                0.63796,                0.47479,                0.95539,                0.92889,                 1.0963,              0.0051292,              0.0051292,              0.0051292
                    494,                  1.028,                 1.1197,                  1.173,                0.69305,                0.58408,                0.63791,                0.47419,                0.95549,                0.92894,                 1.0961,              0.0051193,              0.0051193,              0.0051193
                    495,                 1.0306,                 1.1165,                 1.1737,                0.68571,                0.58888,                0.63867,                 0.4745,                0.95638,                0.92918,                 1.0966,              0.0051094,              0.0051094,              0.0051094
                    496,                 1.0297,                 1.1179,                 1.1732,                0.68157,                0.59401,                0.63841,                0.47438,                0.95641,                0.92957,                 1.0967,              0.0050995,              0.0050995,              0.0050995
                    497,                 1.0271,                 1.1142,                 1.1724,                0.68558,                0.59059,                0.63817,                0.47476,                0.95586,                0.93041,                 1.0963,              0.0050896,              0.0050896,              0.0050896
                    498,                 1.0283,                 1.1177,                 1.1719,                0.69268,                0.58535,                0.63845,                0.47521,                0.95573,                0.93067,                 1.0962,              0.0050797,              0.0050797,              0.0050797
                    499,                 1.0264,                 1.1173,                  1.172,                 0.6872,                0.58724,                0.63874,                0.47554,                0.95541,                0.93011,                 1.0958,              0.0050698,              0.0050698,              0.0050698
                    500,                 1.0296,                 1.1151,                 1.1728,                0.68172,                 0.5892,                0.63922,                0.47556,                 0.9549,                0.92972,                 1.0954,              0.0050599,              0.0050599,              0.0050599
                    501,                  1.028,                 1.1185,                 1.1722,                 0.6856,                0.58708,                0.63936,                0.47566,                0.95494,                0.92924,                  1.095,                0.00505,                0.00505,                0.00505
                    502,                 1.0302,                   1.12,                 1.1728,                0.68759,                0.58942,                0.64028,                0.47659,                0.95465,                 0.9285,                 1.0946,              0.0050401,              0.0050401,              0.0050401
                    503,                 1.0257,                 1.1146,                 1.1732,                0.68274,                 0.5913,                0.63997,                 0.4759,                0.95503,                0.92795,                 1.0951,              0.0050302,              0.0050302,              0.0050302
                    504,                 1.0276,                 1.1151,                 1.1722,                0.67961,                0.59467,                0.63985,                0.47584,                0.95492,                0.92834,                 1.0953,              0.0050203,              0.0050203,              0.0050203
                    505,                 1.0282,                 1.1128,                 1.1722,                0.68759,                0.58746,                0.63983,                0.47557,                0.95448,                 0.9281,                 1.0953,              0.0050104,              0.0050104,              0.0050104
                    506,                 1.0256,                 1.1133,                  1.174,                0.68563,                0.58715,                0.64003,                0.47579,                0.95487,                0.92793,                 1.0959,              0.0050005,              0.0050005,              0.0050005
                    507,                 1.0243,                 1.1103,                 1.1703,                0.67845,                0.59258,                0.64039,                0.47611,                0.95549,                0.92779,                 1.0965,              0.0049906,              0.0049906,              0.0049906
                    508,                 1.0251,                 1.1136,                 1.1716,                0.67739,                 0.5955,                0.64097,                 0.4763,                0.95606,                0.92753,                 1.0969,              0.0049807,              0.0049807,              0.0049807
                    509,                 1.0313,                 1.1159,                 1.1734,                0.67832,                0.59587,                0.64026,                0.47627,                0.95591,                0.92796,                 1.0967,              0.0049708,              0.0049708,              0.0049708
                    510,                 1.0255,                 1.1114,                 1.1711,                0.67872,                0.59651,                0.64065,                0.47661,                0.95538,                0.92746,                 1.0961,              0.0049609,              0.0049609,              0.0049609
                    511,                 1.0275,                 1.1119,                 1.1724,                0.67689,                0.59808,                0.64076,                0.47685,                0.95467,                0.92698,                 1.0957,               0.004951,               0.004951,               0.004951
                    512,                 1.0263,                 1.1099,                 1.1707,                0.68055,                0.59383,                0.64131,                 0.4773,                0.95491,                0.92625,                 1.0957,              0.0049411,              0.0049411,              0.0049411
                    513,                 1.0284,                 1.1119,                 1.1703,                0.67532,                0.59848,                0.64176,                0.47755,                 0.9552,                0.92647,                 1.0955,              0.0049312,              0.0049312,              0.0049312
                    514,                 1.0269,                 1.1095,                 1.1705,                0.68283,                0.59262,                0.64123,                 0.4775,                0.95536,                0.92662,                 1.0955,              0.0049213,              0.0049213,              0.0049213
                    515,                 1.0244,                 1.1093,                   1.17,                0.67606,                0.59716,                0.64114,                0.47746,                0.95517,                0.92622,                 1.0951,              0.0049114,              0.0049114,              0.0049114
                    516,                 1.0269,                 1.1077,                 1.1707,                0.67981,                0.59357,                0.64129,                0.47749,                0.95487,                 0.9261,                 1.0951,              0.0049015,              0.0049015,              0.0049015
                    517,                 1.0226,                 1.1097,                 1.1724,                0.68973,                0.58572,                  0.641,                0.47754,                0.95528,                0.92583,                 1.0952,              0.0048916,              0.0048916,              0.0048916
                    518,                 1.0249,                 1.1076,                 1.1695,                0.69809,                 0.5819,                0.64168,                0.47741,                0.95594,                0.92545,                 1.0954,              0.0048817,              0.0048817,              0.0048817
                    519,                 1.0279,                 1.1122,                 1.1708,                  0.686,                0.59035,                0.64224,                0.47777,                0.95591,                0.92597,                 1.0956,              0.0048718,              0.0048718,              0.0048718
                    520,                 1.0228,                 1.1058,                  1.168,                0.70045,                0.57964,                0.64213,                0.47832,                0.95561,                0.92557,                 1.0952,              0.0048619,              0.0048619,              0.0048619
                    521,                 1.0231,                 1.1052,                 1.1695,                0.70214,                0.58278,                0.64216,                0.47865,                 0.9556,                0.92566,                 1.0953,               0.004852,               0.004852,               0.004852
                    522,                 1.0256,                 1.1077,                 1.1682,                0.69517,                 0.5875,                0.64235,                 0.4789,                0.95538,                0.92596,                 1.0951,              0.0048421,              0.0048421,              0.0048421
                    523,                 1.0277,                 1.1094,                 1.1709,                0.69708,                0.58625,                0.64113,                0.47824,                 0.9551,                0.92546,                 1.0951,              0.0048322,              0.0048322,              0.0048322
                    524,                 1.0256,                 1.1048,                 1.1713,                0.69873,                0.58649,                 0.6411,                0.47771,                0.95518,                0.92565,                 1.0954,              0.0048223,              0.0048223,              0.0048223
                    525,                 1.0218,                 1.1049,                 1.1699,                0.69629,                0.58672,                0.64168,                0.47791,                0.95468,                0.92442,                 1.0947,              0.0048124,              0.0048124,              0.0048124
                    526,                  1.025,                 1.1025,                 1.1688,                0.69656,                0.58808,                0.64193,                0.47842,                0.95408,                0.92346,                 1.0946,              0.0048025,              0.0048025,              0.0048025
                    527,                 1.0213,                 1.1034,                 1.1677,                0.69431,                0.58575,                0.64119,                0.47789,                 0.9542,                0.92363,                 1.0945,              0.0047926,              0.0047926,              0.0047926
                    528,                 1.0212,                 1.1054,                 1.1675,                0.69417,                0.58673,                0.64145,                 0.4779,                0.95389,                0.92389,                 1.0944,              0.0047827,              0.0047827,              0.0047827
                    529,                 1.0235,                 1.1044,                 1.1704,                0.68994,                0.58939,                0.64228,                 0.4787,                0.95349,                0.92384,                 1.0941,              0.0047728,              0.0047728,              0.0047728
                    530,                 1.0233,                 1.1041,                 1.1696,                0.69554,                0.58788,                0.64254,                0.47969,                0.95344,                0.92372,                 1.0943,              0.0047629,              0.0047629,              0.0047629
                    531,                  1.026,                 1.1049,                 1.1689,                0.68501,                0.59484,                0.64229,                0.47937,                 0.9535,                0.92429,                 1.0947,               0.004753,               0.004753,               0.004753
                    532,                 1.0224,                  1.102,                 1.1689,                0.69414,                0.58825,                0.64282,                0.47933,                 0.9524,                0.92516,                 1.0937,              0.0047431,              0.0047431,              0.0047431
                    533,                 1.0244,                 1.1057,                   1.17,                 0.7059,                0.58355,                0.64261,                0.47926,                  0.953,                0.92532,                  1.094,              0.0047332,              0.0047332,              0.0047332
                    534,                  1.022,                 1.1014,                 1.1671,                0.70196,                0.58636,                0.64328,                0.47966,                0.95323,                0.92474,                 1.0942,              0.0047233,              0.0047233,              0.0047233
                    535,                 1.0227,                 1.0994,                 1.1679,                0.69796,                0.59028,                0.64385,                0.47978,                0.95374,                0.92404,                 1.0947,              0.0047134,              0.0047134,              0.0047134
                    536,                 1.0249,                 1.1013,                 1.1683,                0.68222,                 0.5962,                0.64347,                 0.4798,                0.95367,                 0.9241,                 1.0945,              0.0047035,              0.0047035,              0.0047035
                    537,                 1.0244,                 1.1026,                 1.1674,                0.69308,                0.59379,                0.64345,                0.47956,                0.95314,                0.92312,                 1.0941,              0.0046936,              0.0046936,              0.0046936
                    538,                 1.0179,                 1.0994,                 1.1663,                 0.6876,                0.59266,                0.64325,                0.47955,                0.95236,                0.92311,                 1.0934,              0.0046837,              0.0046837,              0.0046837
                    539,                 1.0222,                 1.1008,                 1.1676,                0.69156,                0.58925,                0.64255,                0.47913,                0.95208,                0.92369,                 1.0935,              0.0046738,              0.0046738,              0.0046738
                    540,                  1.022,                 1.0999,                 1.1666,                0.68106,                0.59462,                  0.642,                0.47917,                0.95211,                0.92312,                 1.0934,              0.0046639,              0.0046639,              0.0046639
                    541,                 1.0223,                 1.0993,                 1.1668,                0.68247,                0.59648,                0.64264,                0.47912,                0.95253,                 0.9228,                 1.0931,               0.004654,               0.004654,               0.004654
                    542,                 1.0201,                 1.0988,                 1.1679,                0.69075,                0.59606,                0.64352,                0.47955,                0.95271,                0.92284,                 1.0936,              0.0046441,              0.0046441,              0.0046441
                    543,                 1.0237,                  1.098,                 1.1666,                0.68761,                0.59949,                0.64386,                0.47978,                0.95251,                0.92198,                 1.0932,              0.0046342,              0.0046342,              0.0046342
                    544,                 1.0205,                 1.0948,                 1.1652,                0.68909,                0.59586,                 0.6436,                0.48002,                0.95221,                0.92154,                 1.0934,              0.0046243,              0.0046243,              0.0046243
                    545,                 1.0213,                 1.0944,                 1.1677,                0.69029,                0.59632,                0.64409,                0.48044,                0.95159,                0.92321,                 1.0927,              0.0046144,              0.0046144,              0.0046144
                    546,                 1.0154,                 1.0942,                 1.1635,                0.69591,                0.59414,                0.64434,                0.48025,                 0.9521,                0.92295,                 1.0926,              0.0046045,              0.0046045,              0.0046045
                    547,                 1.0203,                 1.0945,                 1.1652,                0.69623,                0.59199,                0.64412,                0.47991,                0.95261,                0.92267,                  1.093,              0.0045946,              0.0045946,              0.0045946
                    548,                 1.0209,                 1.0989,                 1.1671,                0.68907,                0.59219,                0.64499,                0.48032,                0.95267,                0.92229,                 1.0929,              0.0045847,              0.0045847,              0.0045847
                    549,                 1.0181,                 1.0963,                 1.1664,                0.68888,                0.59404,                0.64539,                0.48085,                0.95282,                0.92184,                 1.0933,              0.0045748,              0.0045748,              0.0045748
                    550,                 1.0207,                 1.0952,                 1.1647,                0.68869,                0.59256,                0.64478,                0.48103,                0.95274,                0.92152,                 1.0931,              0.0045649,              0.0045649,              0.0045649
                    551,                 1.0176,                 1.0944,                 1.1656,                0.69694,                0.58798,                0.64495,                0.48084,                0.95234,                0.92048,                 1.0928,               0.004555,               0.004555,               0.004555
                    552,                 1.0211,                 1.0928,                 1.1653,                0.69667,                0.58823,                0.64499,                0.48045,                0.95214,                0.92074,                 1.0925,              0.0045451,              0.0045451,              0.0045451
                    553,                 1.0182,                  1.091,                 1.1627,                0.68484,                0.59688,                0.64476,                0.48051,                 0.9516,                0.92077,                 1.0916,              0.0045352,              0.0045352,              0.0045352
                    554,                 1.0195,                 1.0914,                 1.1637,                0.68043,                0.59683,                0.64443,                0.48036,                0.95152,                 0.9211,                 1.0914,              0.0045253,              0.0045253,              0.0045253
                    555,                 1.0174,                 1.0924,                 1.1634,                0.68612,                 0.5936,                0.64427,                0.48032,                0.95105,                 0.9211,                 1.0906,              0.0045154,              0.0045154,              0.0045154
                    556,                 1.0191,                 1.0964,                 1.1648,                0.68506,                0.59447,                0.64397,                0.48028,                0.95098,                0.92091,                 1.0902,              0.0045055,              0.0045055,              0.0045055
                    557,                 1.0183,                 1.0923,                 1.1649,                0.68422,                0.59658,                0.64406,                0.48033,                0.95111,                0.92063,                 1.0903,              0.0044956,              0.0044956,              0.0044956
                    558,                 1.0189,                 1.0914,                 1.1633,                0.68662,                0.59586,                0.64443,                0.48053,                0.95085,                 0.9197,                 1.0904,              0.0044857,              0.0044857,              0.0044857
                    559,                 1.0172,                 1.0904,                 1.1641,                0.68591,                0.59486,                 0.6444,                0.48055,                0.95046,                0.91953,                 1.0902,              0.0044758,              0.0044758,              0.0044758
                    560,                 1.0179,                 1.0922,                 1.1657,                0.68328,                 0.5973,                0.64428,                0.48072,                0.95033,                0.91986,                 1.0902,              0.0044659,              0.0044659,              0.0044659
                    561,                 1.0172,                 1.0881,                 1.1628,                0.68044,                0.59897,                0.64437,                0.48126,                0.95096,                0.92031,                 1.0907,               0.004456,               0.004456,               0.004456
                    562,                 1.0176,                 1.0887,                 1.1635,                 0.6858,                0.59462,                0.64462,                0.48117,                0.95081,                0.92041,                 1.0906,              0.0044461,              0.0044461,              0.0044461
                    563,                 1.0179,                 1.0905,                 1.1636,                0.69262,                0.59059,                0.64537,                0.48165,                0.95096,                0.91962,                 1.0908,              0.0044362,              0.0044362,              0.0044362
                    564,                 1.0176,                 1.0878,                 1.1626,                0.68782,                0.59353,                0.64522,                0.48139,                0.95091,                0.91908,                 1.0909,              0.0044263,              0.0044263,              0.0044263
                    565,                 1.0165,                 1.0901,                 1.1639,                0.69356,                0.59051,                0.64532,                0.48112,                0.95059,                0.91959,                 1.0909,              0.0044164,              0.0044164,              0.0044164
                    566,                 1.0162,                 1.0907,                 1.1643,                0.69163,                0.59296,                0.64552,                0.48086,                0.95053,                0.91959,                  1.091,              0.0044065,              0.0044065,              0.0044065
                    567,                 1.0175,                 1.0863,                 1.1626,                0.69625,                 0.5945,                0.64493,                 0.4805,                0.94951,                0.91902,                   1.09,              0.0043966,              0.0043966,              0.0043966
                    568,                  1.013,                 1.0834,                 1.1607,                0.69102,                0.59695,                0.64523,                0.48122,                 0.9499,                0.91944,                 1.0897,              0.0043867,              0.0043867,              0.0043867
                    569,                  1.017,                 1.0881,                  1.162,                0.68469,                0.59663,                0.64511,                0.48116,                0.95014,                0.91887,                 1.0903,              0.0043768,              0.0043768,              0.0043768
                    570,                 1.0167,                 1.0908,                 1.1636,                0.68823,                0.59856,                0.64498,                0.48153,                0.95042,                0.91849,                 1.0906,              0.0043669,              0.0043669,              0.0043669
                    571,                 1.0162,                 1.0877,                 1.1634,                0.68501,                0.59942,                0.64413,                0.48097,                0.95053,                0.91878,                 1.0909,               0.004357,               0.004357,               0.004357
                    572,                 1.0149,                 1.0851,                 1.1608,                0.68797,                0.59695,                0.64477,                0.48089,                0.95069,                0.91842,                  1.091,              0.0043471,              0.0043471,              0.0043471
                    573,                 1.0126,                 1.0807,                  1.161,                 0.6872,                0.59577,                0.64488,                0.48067,                0.95145,                0.91879,                 1.0911,              0.0043372,              0.0043372,              0.0043372
                    574,                  1.016,                 1.0856,                 1.1626,                0.69553,                0.59123,                0.64442,                0.48044,                0.95177,                0.91855,                 1.0914,              0.0043273,              0.0043273,              0.0043273
                    575,                 1.0165,                 1.0878,                 1.1616,                0.69246,                0.59317,                0.64475,                0.48028,                0.95164,                0.91858,                 1.0916,              0.0043174,              0.0043174,              0.0043174
                    576,                 1.0136,                 1.0842,                 1.1634,                0.68742,                0.59688,                 0.6448,                 0.4808,                0.95201,                0.91856,                  1.092,              0.0043075,              0.0043075,              0.0043075
                    577,                 1.0165,                 1.0832,                 1.1633,                0.68348,                0.59734,                0.64538,                0.48101,                0.95144,                0.91828,                 1.0918,              0.0042976,              0.0042976,              0.0042976
                    578,                 1.0142,                 1.0825,                 1.1612,                0.69088,                0.59011,                0.64525,                0.48063,                0.95085,                0.91875,                 1.0915,              0.0042877,              0.0042877,              0.0042877
                    579,                 1.0149,                 1.0832,                 1.1624,                0.69275,                0.59128,                0.64516,                0.48096,                0.95114,                0.91915,                 1.0914,              0.0042778,              0.0042778,              0.0042778
                    580,                 1.0138,                 1.0805,                 1.1623,                0.69596,                0.58943,                 0.6451,                0.48089,                0.95083,                 0.9184,                 1.0913,              0.0042679,              0.0042679,              0.0042679
                    581,                 1.0147,                 1.0842,                 1.1626,                0.69604,                0.59005,                0.64556,                0.48137,                0.95006,                0.91794,                 1.0909,               0.004258,               0.004258,               0.004258
                    582,                 1.0112,                 1.0816,                 1.1607,                0.68285,                0.60003,                0.64625,                0.48176,                0.95046,                0.91717,                 1.0912,              0.0042481,              0.0042481,              0.0042481
                    583,                 1.0137,                 1.0812,                  1.161,                0.68851,                0.59951,                0.64664,                0.48151,                0.95108,                0.91757,                 1.0913,              0.0042382,              0.0042382,              0.0042382
                    584,                 1.0111,                 1.0824,                 1.1596,                0.68946,                0.59745,                0.64672,                0.48124,                0.95095,                0.91689,                 1.0912,              0.0042283,              0.0042283,              0.0042283
                    585,                 1.0146,                 1.0782,                 1.1595,                0.68519,                0.59818,                0.64677,                0.48159,                0.95069,                0.91697,                 1.0908,              0.0042184,              0.0042184,              0.0042184
                    586,                 1.0133,                 1.0816,                 1.1609,                0.69127,                0.59284,                0.64658,                0.48192,                0.95137,                0.91725,                 1.0911,              0.0042085,              0.0042085,              0.0042085
